epoch,train_loss,duration_seconds,optimizer_updates
1,0.6395884399900646,0.790226936340332,156
2,0.6274023097741599,0.3706965446472168,156
3,0.6259029008380719,0.37074923515319824,156
4,0.6249578930022198,0.3721730709075928,156
5,0.6243194355867943,0.37248826026916504,156
6,0.6238128279635052,0.37004566192626953,156
7,0.62346869838285,0.3679685592651367,156
8,0.6230632603193275,0.36856508255004883,156
9,0.6229111050469732,0.3687617778778076,156
10,0.6225788798052162,0.36861181259155273,156
11,0.6223937930038048,0.3669295310974121,156
12,0.6222411721776675,0.36890697479248047,156
13,0.6219415149276593,0.36791491508483887,156
14,0.6218030398988916,0.36804914474487305,156
15,0.6216177323870158,0.3690147399902344,156
16,0.6215532677346379,0.36789464950561523,156
17,0.6214713676101421,0.36766672134399414,156
18,0.6212995154682065,0.368741512298584,156
19,0.6211746696180106,0.36917734146118164,156
20,0.6210647429859256,0.36876964569091797,156
21,0.6209783925815199,0.36820244789123535,156
22,0.620906358086126,0.3672616481781006,156
23,0.620827077151776,0.3714582920074463,156
24,0.6206604706802834,0.36932873725891113,156
25,0.6205886574814621,0.3683509826660156,156
26,0.6205576530724098,0.3703575134277344,156
27,0.6205073985415913,0.3712151050567627,156
28,0.6204544305661085,0.3707289695739746,156
29,0.6204931898634143,0.36848974227905273,156
30,0.6204880402993518,0.36870288848876953,156
31,0.620358142205782,0.36919069290161133,156
32,0.6201634234202381,0.3664982318878174,156
33,0.6202800786534962,0.36888980865478516,156
34,0.6201331619610432,0.3707282543182373,156
35,0.6199937396451899,0.367389440536499,156
36,0.6201008159551471,0.36975789070129395,156
37,0.6198984617965079,0.36863088607788086,156
38,0.6198444133162372,0.3674182891845703,156
39,0.619902756772095,0.3692784309387207,156
40,0.6198453222502863,0.3697192668914795,156
41,0.6198332826496036,0.3684194087982178,156
42,0.6197240405964951,0.37182116508483887,156
43,0.619703284719271,0.3693399429321289,156
44,0.6196888793048434,0.3684830665588379,156
45,0.6196846620856656,0.3666849136352539,156
46,0.6195649943063087,0.36812663078308105,156
47,0.619613969804933,0.3682091236114502,156
48,0.6195953982927458,0.36753082275390625,156
49,0.6194687734813257,0.36837339401245117,156
50,0.6193292515164401,0.36644959449768066,156
51,0.6193908421155812,0.3677561283111572,156
52,0.6193905002195598,0.36783909797668457,156
53,0.6193504734301961,0.3670828342437744,156
54,0.6193166388234,0.36888647079467773,156
55,0.6192586313612328,0.3688361644744873,156
56,0.6191714098443326,0.36954379081726074,156
57,0.6191793528870213,0.36988067626953125,156
58,0.6192496398281081,0.3699793815612793,156
59,0.619193051099506,0.36667394638061523,156
60,0.6192103454547453,0.3678579330444336,156
61,0.6190669613527313,0.3733253479003906,156
62,0.6191262642059242,0.36713099479675293,156
63,0.6191253381320965,0.36761021614074707,156
64,0.6189362521414581,0.3700883388519287,156
65,0.6189520130433781,0.3678879737854004,156
66,0.6189759754929735,0.37661123275756836,156
67,0.6188528787598211,0.36902570724487305,156
68,0.6190169391653032,0.36802124977111816,156
69,0.6188305929402202,0.3684959411621094,156
70,0.6190053555015921,0.36652421951293945,156
71,0.6188556416856241,0.36757659912109375,156
72,0.6188290360025447,0.36699843406677246,156
73,0.6188925483224064,0.36795902252197266,156
74,0.6188275851522039,0.3712918758392334,156
75,0.6187650885002597,0.3696458339691162,156
76,0.618720951733497,0.36925363540649414,156
77,0.618746503513106,0.36971616744995117,156
78,0.6186788275121281,0.37178540229797363,156
79,0.6186253639981878,0.37056994438171387,156
80,0.6187882981385847,0.367098331451416,156
81,0.6186793490885247,0.36698031425476074,156
82,0.6186532106168123,0.3689241409301758,156
83,0.6187209749392976,0.37180304527282715,156
84,0.6185541793566649,0.3680744171142578,156
85,0.6186776331334487,0.3689229488372803,156
86,0.6186447108929788,0.36812615394592285,156
87,0.6187253864236435,0.373748779296875,156
88,0.6186598341796775,0.3666841983795166,156
89,0.6185518874857919,0.36902952194213867,156
90,0.618482350745428,0.3676435947418213,156
91,0.6185810693423714,0.36967015266418457,156
92,0.6186492647305865,0.36791324615478516,156
93,0.6186342047491699,0.3685448169708252,156
94,0.6184828052346211,0.42775559425354004,156
95,0.6184786447208829,0.3741765022277832,156
96,0.6185225538808239,0.3722059726715088,156
97,0.6184601719395607,0.4805324077606201,156
98,0.6184583111802511,0.37584424018859863,156
99,0.6185405466315128,0.36887598037719727,156
100,0.6184277174088275,0.41120409965515137,156
101,0.6184361157933065,0.3680989742279053,156
102,0.6185233615275255,0.4121816158294678,156
103,0.6184036151632948,0.3708071708679199,156
104,0.6184868266202819,0.45378684997558594,156
105,0.6184187968996331,0.40824317932128906,156
106,0.6183865403409723,0.3702738285064697,156
107,0.6184373765414738,0.3696095943450928,156
108,0.6183777776025997,0.368424654006958,156
109,0.6183753153747349,0.3690304756164551,156
110,0.6183564953858455,0.36962389945983887,156
111,0.6184630571534511,0.3698098659515381,156
112,0.6182465923180918,0.368607759475708,156
113,0.6182933563998834,0.3767108917236328,156
114,0.6183370350244266,0.36928510665893555,156
115,0.6182395859813956,0.36801600456237793,156
116,0.6182841284259434,0.3692595958709717,156
117,0.6183584814140125,0.36801767349243164,156
118,0.6182662746930507,0.3707566261291504,156
119,0.6183043340268386,0.36882615089416504,156
120,0.6182807621208879,0.3702046871185303,156
