candidate_id,best_iteration,duration_seconds,pr_auc,roc_auc,f1,precision,recall,lift_at_10,threshold_f1,base_rate,top10_positive_rate,params_json,round,data_fraction,max_rounds
11,700,35.3,0.5434667180140628,0.7785355721988819,0.5174945838685557,0.4757249612257367,0.5673051324804887,3.2779970696783987,0.4080150023695536,0.19999943673610687,0.6555975675582886,"{""bagging_fraction"": 0.9561710784447288, ""bagging_freq"": 1, ""bagging_seed"": 53, ""boosting_type"": ""gbdt"", ""data_random_seed"": 53, ""deterministic"": true, ""feature_fraction"": 0.5933759329690748, ""feature_fraction_seed"": 53, ""force_col_wise"": true, ""lambda_l1"": 0.00012646973498480586, ""lambda_l2"": 6.626287623931756e-07, ""learning_rate"": 0.0696832319288129, ""max_bin"": 127, ""max_depth"": 12, ""metric"": ""None"", ""min_data_in_leaf"": 136, ""min_gain_to_split"": 0.3059566241506525, ""num_leaves"": 54, ""objective"": ""binary"", ""scale_pos_weight"": 2.0, ""seed"": 53, ""verbosity"": -1}",3,0.7,700
22,700,420.856,0.5437576983122421,0.7785494586527661,0.5175837842413351,0.4834570003649191,0.556894449971276,3.2723924291457105,0.41581445117659255,0.19999943673610687,0.6544766426086426,"{""bagging_fraction"": 0.8719332083271107, ""bagging_freq"": 1, ""bagging_seed"": 64, ""boosting_type"": ""gbdt"", ""data_random_seed"": 64, ""deterministic"": true, ""feature_fraction"": 0.9118560367820182, ""feature_fraction_seed"": 64, ""force_col_wise"": true, ""lambda_l1"": 0.04475649157920147, ""lambda_l2"": 1.511888501313396e-07, ""learning_rate"": 0.039399454307454534, ""max_bin"": 127, ""max_depth"": 12, ""metric"": ""None"", ""min_data_in_leaf"": 104, ""min_gain_to_split"": 0.12375380365034461, ""num_leaves"": 107, ""objective"": ""binary"", ""scale_pos_weight"": 2.0, ""seed"": 64, ""verbosity"": -1}",3,0.7,700
46,700,425.345,0.5441684538206272,0.7788583394198607,0.5176958622138206,0.4869664003556302,0.5525648390757892,3.2743543215538082,0.4215956882576163,0.19999943673610687,0.654869019985199,"{""bagging_fraction"": 0.8805794913708227, ""bagging_freq"": 1, ""bagging_seed"": 88, ""boosting_type"": ""gbdt"", ""data_random_seed"": 88, ""deterministic"": true, ""feature_fraction"": 0.619845846598491, ""feature_fraction_seed"": 88, ""force_col_wise"": true, ""lambda_l1"": 5.462273198545756e-07, ""lambda_l2"": 2.7341904487304068e-06, ""learning_rate"": 0.03920798176205855, ""max_bin"": 127, ""max_depth"": 10, ""metric"": ""None"", ""min_data_in_leaf"": 1155, ""min_gain_to_split"": 0.7099046972813039, ""num_leaves"": 124, ""objective"": ""binary"", ""scale_pos_weight"": 2.0, ""seed"": 88, ""verbosity"": -1}",3,0.7,700
51,700,420.039,0.5443288246660225,0.7788181706682961,0.5178034150981242,0.48104111565280117,0.5606495817511805,3.2816401158270523,0.26232730796727033,0.19999943673610687,0.656326174736023,"{""bagging_fraction"": 0.8045973551943644, ""bagging_freq"": 1, ""bagging_seed"": 93, ""boosting_type"": ""gbdt"", ""data_random_seed"": 93, ""deterministic"": true, ""feature_fraction"": 0.8076060699049521, ""feature_fraction_seed"": 93, ""force_col_wise"": true, ""lambda_l1"": 0.020797906909569893, ""lambda_l2"": 0.006784788901881267, ""learning_rate"": 0.031051074607388058, ""max_bin"": 127, ""max_depth"": -1, ""metric"": ""None"", ""min_data_in_leaf"": 115, ""min_gain_to_split"": 0.6524330565210316, ""num_leaves"": 57, ""objective"": ""binary"", ""scale_pos_weight"": 1.0, ""seed"": 93, ""verbosity"": -1}",3,0.7,700
89,700,427.429,0.544083237052509,0.7787554168425187,0.517959899878719,0.47995648171395094,0.5624991242696409,3.2728129410988966,0.2597136241496696,0.19999943673610687,0.6545607447624207,"{""bagging_fraction"": 0.6302987928198239, ""bagging_freq"": 1, ""bagging_seed"": 131, ""boosting_type"": ""gbdt"", ""data_random_seed"": 131, ""deterministic"": true, ""feature_fraction"": 0.9826973332934646, ""feature_fraction_seed"": 131, ""force_col_wise"": true, ""lambda_l1"": 6.249970048495867e-07, ""lambda_l2"": 0.538078630994922, ""learning_rate"": 0.0291450337302622, ""max_bin"": 63, ""max_depth"": 16, ""metric"": ""None"", ""min_data_in_leaf"": 87, ""min_gain_to_split"": 0.9125827441419312, ""num_leaves"": 104, ""objective"": ""binary"", ""scale_pos_weight"": 1.0, ""seed"": 131, ""verbosity"": -1}",3,0.7,700
90,700,87.658,0.5440157049730013,0.7787517052626648,0.5179069074129282,0.48180974086266565,0.5598509156636635,3.2764559872475503,0.4141074026366567,0.19999943673610687,0.655289351940155,"{""bagging_fraction"": 0.8837723847338808, ""bagging_freq"": 1, ""bagging_seed"": 132, ""boosting_type"": ""gbdt"", ""data_random_seed"": 132, ""deterministic"": true, ""feature_fraction"": 0.7826587690822432, ""feature_fraction_seed"": 132, ""force_col_wise"": true, ""lambda_l1"": 0.03803853565875322, ""lambda_l2"": 0.11133742434980931, ""learning_rate"": 0.035688534783973214, ""max_bin"": 127, ""max_depth"": 10, ""metric"": ""None"", ""min_data_in_leaf"": 202, ""min_gain_to_split"": 0.5699338186415264, ""num_leaves"": 120, ""objective"": ""binary"", ""scale_pos_weight"": 2.0, ""seed"": 132, ""verbosity"": -1}",3,0.7,700
97,700,41.284,0.5433280875042475,0.7786163763949983,0.5173037848150059,0.48462480107724326,0.5547086269949137,3.2729530124086046,0.2660830774840876,0.19999943673610687,0.6545887589454651,"{""bagging_fraction"": 0.6221404112420161, ""bagging_freq"": 1, ""bagging_seed"": 139, ""boosting_type"": ""gbdt"", ""data_random_seed"": 139, ""deterministic"": true, ""feature_fraction"": 0.6639649634800888, ""feature_fraction_seed"": 139, ""force_col_wise"": true, ""lambda_l1"": 0.4649416153516059, ""lambda_l2"": 0.001811551731881333, ""learning_rate"": 0.053132659080254156, ""max_bin"": 127, ""max_depth"": 16, ""metric"": ""None"", ""min_data_in_leaf"": 92, ""min_gain_to_split"": 0.7351294275196334, ""num_leaves"": 70, ""objective"": ""binary"", ""scale_pos_weight"": 1.0, ""seed"": 139, ""verbosity"": -1}",3,0.7,700
101,700,37.993,0.5439246375548689,0.778633356416984,0.5179031020002709,0.4798589529046139,0.5624991242696409,3.277016272486381,0.4141622337441852,0.19999943673610687,0.6554014086723328,"{""bagging_fraction"": 0.9785123721305575, ""bagging_freq"": 1, ""bagging_seed"": 143, ""boosting_type"": ""gbdt"", ""data_random_seed"": 143, ""deterministic"": true, ""feature_fraction"": 0.6065487337908413, ""feature_fraction_seed"": 143, ""force_col_wise"": true, ""lambda_l1"": 0.0002179098372204684, ""lambda_l2"": 3.7918375599295837, ""learning_rate"": 0.042761501924753274, ""max_bin"": 63, ""max_depth"": 10, ""metric"": ""None"", ""min_data_in_leaf"": 81, ""min_gain_to_split"": 0.16357687771010998, ""num_leaves"": 51, ""objective"": ""binary"", ""scale_pos_weight"": 2.0, ""seed"": 143, ""verbosity"": -1}",3,0.7,700
145,700,420.81,0.5441607197629287,0.7787679642504886,0.5178373072253365,0.48028751123090746,0.5617565049251075,3.2775768557492753,0.584186824147287,0.19999943673610687,0.6555135250091553,"{""bagging_fraction"": 0.7905703380801739, ""bagging_freq"": 1, ""bagging_seed"": 187, ""boosting_type"": ""gbdt"", ""data_random_seed"": 187, ""deterministic"": true, ""feature_fraction"": 0.5661544987033116, ""feature_fraction_seed"": 187, ""force_col_wise"": true, ""lambda_l1"": 8.747560827161315, ""lambda_l2"": 4.249792578324629, ""learning_rate"": 0.05570800090540794, ""max_bin"": 63, ""max_depth"": 16, ""metric"": ""None"", ""min_data_in_leaf"": 245, ""min_gain_to_split"": 0.04039922884216318, ""num_leaves"": 51, ""objective"": ""binary"", ""scale_pos_weight"": 4.0, ""seed"": 187, ""verbosity"": -1}",3,0.7,700
155,700,43.214,0.5443672725671319,0.7788906833764738,0.5182205765394594,0.48454814760633436,0.5569224733427679,3.2781374390121694,0.2655169711519008,0.19999943673610687,0.6556256413459778,"{""bagging_fraction"": 0.9976667017733237, ""bagging_freq"": 1, ""bagging_seed"": 197, ""boosting_type"": ""gbdt"", ""data_random_seed"": 197, ""deterministic"": true, ""feature_fraction"": 0.7465003702024777, ""feature_fraction_seed"": 197, ""force_col_wise"": true, ""lambda_l1"": 0.0002379718101093318, ""lambda_l2"": 0.0002002254261459788, ""learning_rate"": 0.038483903134494804, ""max_bin"": 127, ""max_depth"": -1, ""metric"": ""None"", ""min_data_in_leaf"": 326, ""min_gain_to_split"": 0.4217660627145613, ""num_leaves"": 65, ""objective"": ""binary"", ""scale_pos_weight"": 1.0, ""seed"": 197, ""verbosity"": -1}",3,0.7,700
177,700,29.579,0.5436509668170031,0.7784860162603466,0.5174312164846722,0.48207826770701023,0.5583796886603427,3.2785576529412928,0.5869499914525288,0.19999943673610687,0.6557096838951111,"{""bagging_fraction"": 0.776293721641159, ""bagging_freq"": 1, ""bagging_seed"": 219, ""boosting_type"": ""gbdt"", ""data_random_seed"": 219, ""deterministic"": true, ""feature_fraction"": 0.6572523382129271, ""feature_fraction_seed"": 219, ""force_col_wise"": true, ""lambda_l1"": 0.0003527705324934577, ""lambda_l2"": 0.0017530695399626275, ""learning_rate"": 0.07608645509711982, ""max_bin"": 127, ""max_depth"": 12, ""metric"": ""None"", ""min_data_in_leaf"": 77, ""min_gain_to_split"": 0.39510183754789086, ""num_leaves"": 34, ""objective"": ""binary"", ""scale_pos_weight"": 4.0, ""seed"": 219, ""verbosity"": -1}",3,0.7,700
184,700,37.158,0.544302882998086,0.7788525809138159,0.5181597748991844,0.4821956487637711,0.559920974092393,3.281920556470531,0.2624584281579806,0.19999943673610687,0.6563822627067566,"{""bagging_fraction"": 0.9152885670486693, ""bagging_freq"": 1, ""bagging_seed"": 226, ""boosting_type"": ""gbdt"", ""data_random_seed"": 226, ""deterministic"": true, ""feature_fraction"": 0.9496264127566914, ""feature_fraction_seed"": 226, ""force_col_wise"": true, ""lambda_l1"": 1.39982099546104e-05, ""lambda_l2"": 0.0016124404013543657, ""learning_rate"": 0.03630586806718581, ""max_bin"": 127, ""max_depth"": -1, ""metric"": ""None"", ""min_data_in_leaf"": 105, ""min_gain_to_split"": 0.14102729995001462, ""num_leaves"": 54, ""objective"": ""binary"", ""scale_pos_weight"": 1.0, ""seed"": 226, ""verbosity"": -1}",3,0.7,700
