round,target_epoch,steps_per_epoch,updates_accumulated,candidate_id,lr,dropout,activation,hidden_dims,batch_size,weight_decay,pos_weight,pr_auc,roc_auc,f1,precision,recall,lift_at_10,threshold_f1,base_rate,top10_positive_rate,val_loss,duration_seconds
1,5,125,625,817,0.004057439498603711,0.13723698674466572,leaky_relu,"[128, 256, 32]",16384,6.27658680656254e-06,1.0,0.534635632688466,0.773683858728758,0.5116308176437984,0.47002299605781866,0.5613205696574993,3.2287457104214177,0.2512854039669037,0.20000000298023224,0.6457491517066956,0.4102403013678801,3.370098352432251
1,5,125,625,824,0.004715381599833196,0.16584763033094269,leaky_relu,"[256, 128, 64]",16384,1.7115256105042944e-06,2.0,0.5344609842727569,0.7734677329212004,0.5115339178014052,0.46742041783679367,0.5648416964180627,3.229334306279804,0.42509526014328003,0.20000000298023224,0.645866870880127,0.6218346636060258,3.3631064891815186
1,5,125,625,161,0.004751585460750109,0.05911102627406577,leaky_relu,"[64, 64, 32]",16384,4.936237158074946e-06,2.0,0.5343018310557482,0.7733564566836882,0.5118061958116277,0.47659124550644955,0.5526403546627957,3.2308053488909403,0.41306954622268677,0.20000000298023224,0.6461610794067383,0.6223161853670705,3.4416801929473877
1,5,63,315,138,0.008719796893450125,0.058454101121652516,relu,"[64, 128, 64, 64]",32768,1.3475886236935304e-06,1.0,0.53428138688165,0.7735559963613928,0.5116324718835459,0.46925147912046544,0.5624288908941112,3.2277649160062536,0.2514150142669678,0.20000000298023224,0.6455529928207397,0.41042270202322245,2.4395885467529297
1,5,125,625,330,0.004512971190089239,0.2059764737479408,relu,"[256, 256, 32]",16384,1.209876356320391e-07,1.0,0.5338775272609818,0.7734561497490429,0.5116434883384036,0.47511350260635615,0.5542586998312998,3.22590137681512,0.2554514706134796,0.20000000298023224,0.6451802849769592,0.41051055725224417,3.3590569496154785
1,5,125,625,98,0.00790222061659122,0.11459560922858276,relu,"[256, 256]",16384,1.608718759331238e-07,1.0,0.5338436249204671,0.7731071067406523,0.5109168114791858,0.4775135771103135,0.5493448154105692,3.2241358872631807,0.2545166611671448,0.20000000298023224,0.6448271870613098,0.4116493418625092,2.8446478843688965
1,5,63,315,660,0.005102995266548861,0.1434023498185529,leaky_relu,"[256, 256, 128, 32]",32768,5.966817221958591e-06,2.0,0.5337845130728166,0.7732834840543105,0.5114024703491099,0.46956906947554944,0.5614186511828632,3.2273724194262563,0.40031641721725464,0.20000000298023224,0.6454744935035706,0.6226066361731155,2.3916518688201904
1,5,125,625,646,0.0033426795778267147,0.206893100749433,relu,"[64, 128, 256, 128]",16384,2.9351318132922096e-06,1.0,0.5337635461707271,0.7731905525521721,0.5113037366756472,0.4728513574321284,0.556563615677351,3.2306092496125514,0.2651132643222809,0.20000000298023224,0.6461218595504761,0.4105156270981284,3.8806495666503906
1,5,63,315,822,0.009196797323710187,0.0751392951043598,relu,"[32, 128]",32768,1.4657624630625362e-07,4.0,0.5336899509033495,0.7734483717140963,0.5112911432037885,0.45927048584798796,0.5766016713091922,3.2265880223127006,0.5756643414497375,0.20000000298023224,0.6453176140785217,0.9051113717777404,1.8557798862457275
1,5,125,625,621,0.0056161490476446824,0.06593556871143376,leaky_relu,"[32, 64, 32, 32]",16384,4.8445484280362104e-05,1.0,0.5336718417645895,0.7728781190123238,0.5113569865948846,0.4725536198605634,0.5571030640668524,3.2267841215910895,0.24610568583011627,0.20000000298023224,0.6453568339347839,0.41068510597836927,3.874156951904297
